effectID,byEffectType,byEffectExplain,dwOperationID,dwOperationData,dwOperationData1,dwPeriodicData,dwEXData,职业,备注
15309,6,30,0,1,1440,0,0,通用,移动加速提高14.4%。
15310,6,30,0,1,1600,0,0,通用,移动加速提高16%。
15381,6,38,0,0,1,0,0,通用,能量提高1点。
15382,6,38,0,0,2,0,0,通用,能量提高2点。
15383,6,38,0,0,3,0,0,通用,能量提高3点。
15384,6,38,0,0,4,0,0,通用,能量提高4点。
15385,6,38,0,0,5,0,0,通用,能量提高5点。
15386,6,38,0,0,6,0,0,通用,能量提高6点。
15387,6,38,0,0,7,0,0,通用,能量提高7点。
15388,6,38,0,0,8,0,0,通用,能量提高8点。
15389,6,38,0,0,9,0,0,通用,能量提高9点。
15390,6,38,0,0,10,0,0,通用,能量提高10点。
50001,6,5,0,1,100000,0,0,测试,生命上限提高1000%
50002,6,34,0,0,20000,0,0,测试,暴击率提高200%
50003,2,0,3,10000,0,0,0,测试,恢复100%生命值
50004,2,0,4,10000,0,0,0,测试,恢复100%SP
